customer_id,recipe_name,match_pct,have_items,need_items,minutes
WMT_00015,Banana Oatmeal Bites,0.0,,"banana, chocolate chips, cinnamon, old fashioned oats",15
WMT_00015,Almond Butter Honey Nut O S Bars,20.0,honey,"almond butter, chocolate chips, honey nut cheerios, sugar",10
WMT_00016,A  Different  Fruit Dip,0.0,,"cream cheese, iced tea mix powder, orange juice, orange rind, sugar, vanilla extract",10
WMT_00016,Amaretto Stone Sour,0.0,,"amaretto, orange juice, sour mix",1
WMT_00016,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00017,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00017,Black Currant   Vanilla Punch,0.0,,"apple juice, blackcurrant tea bags, sparkling water, vanilla tea bags",12
WMT_00017,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00018,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00018,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00018,Buffalo Fries,0.0,,"blue cheese, butter, frozen french fries, hot sauce, ranch dressing, white vinegar",23
WMT_00019,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00019,Campfire Cinnamon Twists,0.0,,"brown paper bag, cinnamon, granulated sugar, refrigerated biscuits, skewer",10
WMT_00019,Breaded Oysters,0.0,,"breadcrumbs, eggs, lemon slices, margarine, oyster, pepper, salt, tartar sauce, water, wax paper",55
WMT_00020,Aunt Pat S Spaghetti Casserole,20.0,"cheese, spaghetti","cream of mushroom soup, garlic clove, green pepper, ground beef, margarine, onion, tomato soup, water",60
WMT_00020,Caramelized Chicken,0.0,,"cherry tomatoes, chicken drumsticks, chili paste, dried oregano, maple syrup, olive oil, ponzu sauce, red wine vinegar, sweet onions, tomato ketchup, worcestershire sauce",60
WMT_00020,American Goulash,0.0,,"breadcrumbs, butter, diced tomatoes, ground beef, macaroni, onion, pepper, salt, tomato soup",60
WMT_00021,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00021,Broccoli Ala Ritz Casserole,0.0,,"frozen broccoli florets, margarine, ritz crackers, velveeta cheese",25
WMT_00021,Banana Oatmeal Bites,0.0,,"banana, chocolate chips, cinnamon, old fashioned oats",15
WMT_00022,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00022,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00022,Buffalo Fries,16.7,butter,"blue cheese, frozen french fries, hot sauce, ranch dressing, white vinegar",23
WMT_00023,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00023,Campfire Cinnamon Twists,0.0,,"brown paper bag, cinnamon, granulated sugar, refrigerated biscuits, skewer",10
WMT_00023,Breaded Oysters,0.0,,"breadcrumbs, eggs, lemon slices, margarine, oyster, pepper, salt, tartar sauce, water, wax paper",55
WMT_00024,Banana Split Bites,0.0,,"banana, greek yogurt, peanuts",65
WMT_00024,Breakfast Cranachan,0.0,,"cereal, greek yogurt, raspberries",15
WMT_00024,American Goulash,0.0,,"breadcrumbs, butter, diced tomatoes, ground beef, macaroni, onion, pepper, salt, tomato soup",60
WMT_00025,American Goulash,0.0,,"breadcrumbs, butter, diced tomatoes, ground beef, macaroni, onion, pepper, salt, tomato soup",60
WMT_00025,Bacon Cheeseburger Pasta,0.0,,"bacon, barbecue sauce, cheddar cheese, condensed tomato soup, ground beef, penne pasta, prepared mustard",20
WMT_00025,Best Ever Homemade Chili,7.7,sugar,"campbell's tomato soup, chili hot beans, chili powder, diced tomatoes, emeril's original essence, green pepper, ground chuck, heinz ketchup, onion, pink kidney beans, tabasco sauce, tomato sauce",35
WMT_00026,Banana Oatmeal Bites,0.0,,"banana, chocolate chips, cinnamon, old fashioned oats",15
WMT_00026,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00026,Almond Butter Honey Nut O S Bars,20.0,honey,"almond butter, chocolate chips, honey nut cheerios, sugar",10
WMT_00027,A  Different  Fruit Dip,0.0,,"cream cheese, iced tea mix powder, orange juice, orange rind, sugar, vanilla extract",10
WMT_00027,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00027,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00028,Baked Spinach Dip,0.0,,"frozen chopped spinach, jalapeno pepper, red bell pepper, roma tomatoes, salt, soy cream cheese, soymilk, sweet onion",35
WMT_00028,Abaranger Dino Curry,37.5,"carrots, garlic, potatoes","chicken, onions, rice, roux, water",70
WMT_00028,Blue Ribbon Fresh Salsa,0.0,,"fresh cilantro, fresh garlic clove, fresh lime juice, green bell pepper, jalapeno peppers, red bell pepper, roma tomatoes, salt, yellow onion, yellow pepper",11
WMT_00029,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00029,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00029,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00030,Asparagus Pasta Soup,0.0,,"asparagus, chicken broth, ground sage, olive oil, parmesan cheese, penne pasta, pepper",40
WMT_00030,Baked Pasta With Sun Dried Tomatoes And Ricotta Cheese,0.0,,"diced tomatoes, garlic cloves, ground black pepper, olive oil, onion, paprika, parmesan cheese, penne pasta, ricotta cheese, salt, sun-dried tomato",45
WMT_00030,Baked Two Cheese Penne  With Ingredients Of Own Choice,0.0,,"basil, celery, dry penne pasta, ground black pepper, mozzarella cheese, olive oil, parmesan cheese, plum tomatoes, salt",40
WMT_00031,Buffalo French Fries,20.0,garlic,"frozen french fries, hot sauce, margarine, salt",25
WMT_00031,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00031,Buffalo Fries,0.0,,"blue cheese, butter, frozen french fries, hot sauce, ranch dressing, white vinegar",23
WMT_00032,Asian Summer Salad,44.4,"celery, cucumber, lemon, tomatoes","ginger, honey, lettuce leaf, rice vinegar, salt",15
WMT_00032,Best Damn Guac Ever  Guacamole,0.0,,"celery seed, fresh cilantro, fuji apple, garlic powder, hass avocadoes, jalapenos, kosher salt, lime, juice of, orange bell pepper, red onion, roma tomatoes, sour cream",15
WMT_00032,Better Than Tuna,33.3,"carrots, celery, tomatoes","bell pepper, kelp, mayonnaise, parsley, red onion, soy sauce",15
WMT_00033,A  Different  Fruit Dip,0.0,,"cream cheese, iced tea mix powder, orange juice, orange rind, sugar, vanilla extract",10
WMT_00033,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00033,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00034,Absolutely The Easiest  Baked Macaroni And Cheese,0.0,,"american cheese, boiling water, butter, cheddar cheese, cottage cheese, elbow macaroni",65
WMT_00034,Bacon Broccoli Cheese Ball,0.0,,"bacon, broccoli floret, cheddar cheese, cracker, pepper, philadelphia cream cheese",15
WMT_00034,Brownie Bottom Cheesecake,0.0,,"brownie mix, eggs, philadelphia cream cheese, sour cream, sugar, vanilla",85
WMT_00035,Bacon  Tomato   Spinach Pizza,0.0,,"alfredo sauce, cooked bacon, frozen chopped spinach, frozen pizza dough, mozzarella cheese, plum tomatoes",35
WMT_00035,Blue Cheese Chicken Italiano,0.0,,"blue cheese, boneless skinless chicken breasts, frozen pizza, garlic, mozzarella cheese, mushroom soup, sour cream",70
WMT_00035,Boxed Macaroni And Cheese Success  3,25.0,pepperoni,"butter, cheese, milk",15
WMT_00036,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00036,Bacon Cheese Fries,20.0,bacon,"cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00036,Amarillo Cheese Fries And Dip   Like The Lone Star  Copycat,20.0,bacon,"frozen french fries, monterey jack cheese, ranch dressing, taco seasoning",40
WMT_00037,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00037,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00037,Black Currant   Vanilla Punch,0.0,,"apple juice, blackcurrant tea bags, sparkling water, vanilla tea bags",12
WMT_00038,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00038,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00038,Amarillo Cheese Fries And Dip   Like The Lone Star  Copycat,0.0,,"bacon, frozen french fries, monterey jack cheese, ranch dressing, taco seasoning",40
WMT_00039,Bacon Bagel Cheese Sandwich,0.0,,"american cheese, cooked bacon, onion bagels",15
WMT_00039,Broiled Bacon Cheese And Onion Sandwich,20.0,bacon,"american cheese, mayonnaise, onion, white bread",22
WMT_00039,Almond Bacon Cheese Spread,16.7,bacon,"american cheese, green onion, mayonnaise, salt, unsalted almonds",10
WMT_00040,Best Ever Homemade Chili,7.7,sugar,"campbell's tomato soup, chili hot beans, chili powder, diced tomatoes, emeril's original essence, green pepper, ground chuck, heinz ketchup, onion, pink kidney beans, tabasco sauce, tomato sauce",35
WMT_00040,Bacon Cheeseburger Pasta,0.0,,"bacon, barbecue sauce, cheddar cheese, condensed tomato soup, ground beef, penne pasta, prepared mustard",20
WMT_00040,Blushing Penne Pasta,9.1,flour,"basil, butter, chicken broth, half-and-half cream, onion, parmesan cheese, penne pasta, salt, thyme, tomato paste",25
WMT_00041,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00041,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00041,Buffalo Fries,16.7,butter,"blue cheese, frozen french fries, hot sauce, ranch dressing, white vinegar",23
WMT_00042,Amy S Chicken Cobb Salad,50.0,"cucumber, spinach, tomatoes","blue cheese, cooked chicken, mushrooms",10
WMT_00042,Asian Noodle Bowl With Sesame Salmon,9.1,cucumber,"carrots, cilantro, green onion, red onion, rice wine vinegar, roma tomatoes, sesame seeds, skinless salmon fillet, teriyaki sauce, vermicelli",40
WMT_00042,Angel S Tomato Cucumber Salad,40.0,"cucumber, tomatoes","fat-free mayonnaise, red onion, salt",70
WMT_00043,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00043,Campfire Cinnamon Twists,0.0,,"brown paper bag, cinnamon, granulated sugar, refrigerated biscuits, skewer",10
WMT_00043,Buttermilk Baked Eggs,0.0,,"buttermilk, eggs, salt and pepper, sandwich bread",20
WMT_00044,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00044,Campfire Cinnamon Twists,0.0,,"brown paper bag, cinnamon, granulated sugar, refrigerated biscuits, skewer",10
WMT_00044,Breaded Oysters,0.0,,"breadcrumbs, eggs, lemon slices, margarine, oyster, pepper, salt, tartar sauce, water, wax paper",55
WMT_00045,Albanian Tomato Cucumber Salad,42.9,"cucumber, onion, tomatoes","feta cheese, green pepper, kalamata olive, olive oil",15
WMT_00045,Appalachian Cucumber And Onion Salad,40.0,"cucumber, onion","sugar, vinegar, water",10
WMT_00045,Baked Greek Chicken Salad,25.0,"cucumber, onion, tomatoes","all purpose greek seasoning, black olives, butter, chicken breasts, feta cheese, fresh spinach, lemon, lettuce, olive oil",90
WMT_00046,Barbecue Chicken Bites,0.0,,"barbecue potato chips, barbecue sauce, boneless skinless chicken breast, egg, milk",25
WMT_00046,Berry S Chicken,0.0,,"barbecue potato chips, boneless skinless chicken breasts, egg",65
WMT_00046,Barbecue Chip Chicken,0.0,,"barbecue potato chips, boneless skinless chicken breast halves, garlic powder, ground red pepper, ranch salad dressing",27
WMT_00047,Bacon  Blue And Avocado Quesadilla,10.0,avocado,"bacon, blue cheese, flour tortilla, mozzarella cheese, parsley, ranch dressing, red onion, roma tomatoes, spinach",25
WMT_00047,Avocado Mashed Potatoes,28.6,"lemon, pepper","avocados, butter, garlic cloves, potatoes, salt",30
WMT_00047,Blue Ribbon Fresh Salsa,0.0,,"fresh cilantro, fresh garlic clove, fresh lime juice, green bell pepper, jalapeno peppers, red bell pepper, roma tomatoes, salt, yellow onion, yellow pepper",11
WMT_00048,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00048,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00048,Buffalo Fries,0.0,,"blue cheese, butter, frozen french fries, hot sauce, ranch dressing, white vinegar",23
WMT_00049,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00049,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00049,Amarillo Cheese Fries And Dip   Like The Lone Star  Copycat,0.0,,"bacon, frozen french fries, monterey jack cheese, ranch dressing, taco seasoning",40
WMT_00050,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00050,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00050,Amarillo Cheese Fries And Dip   Like The Lone Star  Copycat,0.0,,"bacon, frozen french fries, monterey jack cheese, ranch dressing, taco seasoning",40
WMT_00051,Bacon Broccoli Cheese Ball,0.0,,"bacon, broccoli floret, cheddar cheese, cracker, pepper, philadelphia cream cheese",15
WMT_00051,Brownie Bottom Cheesecake,0.0,,"brownie mix, eggs, philadelphia cream cheese, sour cream, sugar, vanilla",85
WMT_00051,Buffalo Ranch Chicken Dip With Frito Scoops,0.0,,"cheddar cheese, chicken, hot sauce, philadelphia cream cheese, ranch salad dressing",40
WMT_00052,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00052,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00052,A  Different  Fruit Dip,0.0,,"cream cheese, iced tea mix powder, orange juice, orange rind, sugar, vanilla extract",10
WMT_00053,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00053,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00053,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00054,Black Currant   Vanilla Punch,0.0,,"apple juice, blackcurrant tea bags, sparkling water, vanilla tea bags",12
WMT_00054,Basic Tea Jelly,0.0,,"juice, liquid pectin, sugar, tea bags, water",60
WMT_00054,A Secret Ingredient To Southern Style  Sweet Tea,0.0,,"sugar, tea bags, water",15
WMT_00055,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00055,Bacon Cheese Fries,20.0,bacon,"cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00055,Amarillo Cheese Fries And Dip   Like The Lone Star  Copycat,20.0,bacon,"frozen french fries, monterey jack cheese, ranch dressing, taco seasoning",40
WMT_00056,Canapes With Garlicky Tomato Spread,0.0,,"bread, cream cheese, garlic, salt, tomato paste",15
WMT_00056,German  Barbecued Carrots,0.0,,"bacon, carrot, sugar, tomato soup",55
WMT_00056,Better Butter,0.0,,"butter, canola oil, salt",5
WMT_00057,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00057,Broccoli Ala Ritz Casserole,0.0,,"frozen broccoli florets, margarine, ritz crackers, velveeta cheese",25
WMT_00057,Buttermilk Baked Eggs,0.0,,"buttermilk, eggs, salt and pepper, sandwich bread",20
WMT_00058,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00058,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00058,Buffalo Fries,0.0,,"blue cheese, butter, frozen french fries, hot sauce, ranch dressing, white vinegar",23
WMT_00059,Appalachian Cucumber And Onion Salad,40.0,"cucumber, onion","sugar, vinegar, water",10
WMT_00059,Benedictine Dip,28.6,"cucumber, onion","cream cheese, garlic powder, hot sauce, mayonnaise, salt",10
WMT_00059,Amish After Easter Hard Boiled Egg Veggie Cream Cheese Salad,42.9,"celery, cucumber, onion","cream cheese, eggs, lemon jell-o gelatin, mayonnaise",70
WMT_00060,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00060,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00060,Campfire Cinnamon Twists,0.0,,"brown paper bag, cinnamon, granulated sugar, refrigerated biscuits, skewer",10
WMT_00061,Black Currant   Vanilla Punch,0.0,,"apple juice, blackcurrant tea bags, sparkling water, vanilla tea bags",12
WMT_00061,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00061,Campfire Cinnamon Twists,0.0,,"brown paper bag, cinnamon, granulated sugar, refrigerated biscuits, skewer",10
WMT_00062,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00062,Buttermilk Baked Eggs,0.0,,"buttermilk, eggs, salt and pepper, sandwich bread",20
WMT_00062,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00063,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00063,Banana Split Bites,0.0,,"banana, greek yogurt, peanuts",65
WMT_00063,Buttermilk Baked Eggs,0.0,,"buttermilk, eggs, salt and pepper, sandwich bread",20
WMT_00064,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00064,Banana Oatmeal Bites,0.0,,"banana, chocolate chips, cinnamon, old fashioned oats",15
WMT_00064,Almond Butter Honey Nut O S Bars,20.0,honey,"almond butter, chocolate chips, honey nut cheerios, sugar",10
WMT_00065,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00065,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00065,Buffalo Fries,0.0,,"blue cheese, butter, frozen french fries, hot sauce, ranch dressing, white vinegar",23
WMT_00066,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00066,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00066,A  Different  Fruit Dip,0.0,,"cream cheese, iced tea mix powder, orange juice, orange rind, sugar, vanilla extract",10
WMT_00067,A  Different  Fruit Dip,0.0,,"cream cheese, iced tea mix powder, orange juice, orange rind, sugar, vanilla extract",10
WMT_00067,Amaretto Stone Sour,0.0,,"amaretto, orange juice, sour mix",1
WMT_00067,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00068,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00068,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00068,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00069,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00069,Banana Oatmeal Bites,0.0,,"banana, chocolate chips, cinnamon, old fashioned oats",15
WMT_00069,Almond Butter Honey Nut O S Bars,20.0,honey,"almond butter, chocolate chips, honey nut cheerios, sugar",10
WMT_00070,A  Different  Fruit Dip,0.0,,"cream cheese, iced tea mix powder, orange juice, orange rind, sugar, vanilla extract",10
WMT_00070,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00070,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00071,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00071,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00071,Banana Oatmeal Bites,0.0,,"banana, chocolate chips, cinnamon, old fashioned oats",15
WMT_00072,American Goulash,0.0,,"breadcrumbs, butter, diced tomatoes, ground beef, macaroni, onion, pepper, salt, tomato soup",60
WMT_00072,Bacon Cheeseburger Pasta,0.0,,"bacon, barbecue sauce, cheddar cheese, condensed tomato soup, ground beef, penne pasta, prepared mustard",20
WMT_00072,Best Ever Homemade Chili,7.7,sugar,"campbell's tomato soup, chili hot beans, chili powder, diced tomatoes, emeril's original essence, green pepper, ground chuck, heinz ketchup, onion, pink kidney beans, tabasco sauce, tomato sauce",35
WMT_00073,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00073,Buttermilk Baked Eggs,0.0,,"buttermilk, eggs, salt and pepper, sandwich bread",20
WMT_00073,Banana Oatmeal Bites,0.0,,"banana, chocolate chips, cinnamon, old fashioned oats",15
WMT_00074,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
